Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Game 2286,PS4,1983,Role-Playing,EA,1.74,1.61,0.0,0.15,3.5
Game 2287,X360,2015,Racing,Microsoft,0.5,0.25,0.56,0.28,1.59
Game 2288,X360,1993,Platform,Activision,0.08,0.0,0.0,0.11,0.19
Game 2289,Wii,1997,Shooter,Sony,2.51,1.9,1.08,0.27,5.76
Game 2290,PC,1987,Racing,Activision,2.89,0.92,0.59,0.47,4.87
Game 2291,DS,2011,Role-Playing,Ubisoft,1.97,0.5,1.22,0.15,3.84
Game 2292,PS4,2006,Racing,Ubisoft,0.9,1.05,0.38,0.15,2.48
Game 2293,DS,2016,Role-Playing,Ubisoft,0.0,0.72,0.95,0.31,1.98
Game 2294,DS,2002,Role-Playing,Microsoft,0.0,0.44,0.58,0.04,1.06
Game 2295,PS3,1986,Role-Playing,Sony,1.43,0.0,0.03,0.06,1.52
Game 2296,Wii,1991,Shooter,Ubisoft,1.3,0.28,0.41,0.0,1.99
Game 2297,PS4,2004,Role-Playing,EA,2.48,1.0,0.0,0.18,3.66
Game 2298,PS4,1982,Racing,Sony,1.58,0.4,1.54,0.38,3.9
Game 2299,DS,2005,Sports,Ubisoft,0.0,1.22,0.24,0.09,1.55
Game 2300,Wii,1983,Racing,Sony,2.06,0.81,0.32,0.0,3.19
Game 2301,X360,2015,Shooter,Activision,0.0,0.0,0.53,0.16,0.69
Game 2302,PS4,1994,Role-Playing,EA,0.34,0.0,0.0,0.36,0.7
Game 2303,X360,2011,Sports,Nintendo,1.1,0.37,1.09,0.25,2.81
Game 2304,Wii,2008,Shooter,Ubisoft,3.19,0.08,0.0,1.09,4.36
Game 2305,X360,1989,Platform,EA,4.53,0.77,0.0,0.0,5.3
Game 2306,NES,2000,Platform,Microsoft,1.53,0.0,0.2,0.14,1.87
Game 2307,PS3,1995,Platform,Activision,0.58,0.01,0.0,0.51,1.1
Game 2308,GB,1998,Sports,Ubisoft,1.44,1.34,1.24,0.0,4.02
Game 2309,PS4,2008,Racing,Nintendo,1.87,0.62,0.16,0.97,3.62
Game 2310,PC,1997,Sports,Activision,0.42,0.0,0.0,0.2,0.62
Game 2311,PS3,1995,Sports,EA,2.95,0.51,0.42,0.42,4.3
Game 2312,GB,1980,Sports,Activision,1.08,1.6,0.63,0.21,3.52
Game 2313,X360,1981,Platform,EA,1.4,0.74,0.05,0.61,2.8
Game 2314,PS4,1994,Action,Sony,1.6,0.97,0.0,0.0,2.57
Game 2315,X360,2018,Racing,Ubisoft,1.31,0.0,0.24,0.83,2.38
Game 2316,NES,2007,Action,Nintendo,1.81,1.32,0.01,0.29,3.43
Game 2317,Wii,1980,Action,Microsoft,0.06,2.35,0.0,0.46,2.87
Game 2318,PS4,1984,Sports,Sony,0.13,0.0,0.0,0.0,0.13
Game 2319,GB,2001,Racing,Ubisoft,0.0,0.0,0.39,0.33,0.72
Game 2320,GB,2015,Action,Nintendo,1.33,0.64,0.84,0.0,2.81
Game 2321,NES,1992,Role-Playing,Sony,1.73,1.2,0.58,0.67,4.18
Game 2322,NES,1980,Sports,Nintendo,1.35,0.43,0.0,0.0,1.78
Game 2323,DS,1995,Sports,Activision,2.81,0.0,0.67,0.26,3.74
Game 2324,PS4,2020,Sports,Nintendo,0.79,0.41,0.76,0.04,2.0
Game 2325,X360,2001,Role-Playing,Sony,1.6,0.98,1.14,0.0,3.72
Game 2326,PC,2011,Role-Playing,Sony,0.0,0.17,0.0,0.0,0.17
Game 2327,GB,1995,Platform,Ubisoft,0.34,0.99,0.27,0.38,1.98
Game 2328,GB,1994,Shooter,Sony,1.63,1.43,0.64,0.0,3.7
Game 2329,NES,1991,Racing,Activision,1.82,0.69,0.0,0.0,2.51
Game 2330,PS3,1980,Shooter,Ubisoft,0.45,0.48,0.63,0.35,1.91
Game 2331,NES,1996,Sports,Nintendo,0.71,1.16,0.29,0.57,2.73
Game 2332,PC,2020,Action,Sony,0.0,0.0,0.0,0.46,0.46
Game 2333,X360,2007,Sports,Ubisoft,0.37,0.0,0.0,0.18,0.55
Game 2334,X360,1986,Action,Ubisoft,1.87,0.29,1.05,0.29,3.5
Game 2335,PS3,1988,Platform,Microsoft,1.49,0.11,0.0,0.25,1.85
Game 2336,GB,2001,Shooter,Ubisoft,1.4,0.0,0.0,0.0,1.4
Game 2337,NES,2005,Sports,Ubisoft,0.86,1.96,0.51,0.31,3.64
Game 2338,DS,1991,Shooter,Microsoft,0.81,2.24,0.28,0.0,3.33
Game 2339,X360,1986,Platform,EA,0.01,0.22,0.0,0.45,0.68
Game 2340,PC,1994,Shooter,Activision,1.64,0.57,0.0,0.25,2.46
Game 2341,PS4,2017,Action,Sony,1.31,0.35,0.0,0.0,1.66
Game 2342,Wii,2000,Racing,Microsoft,1.39,1.39,0.0,0.59,3.37
Game 2343,Wii,1993,Platform,Ubisoft,0.17,1.54,1.81,0.0,3.52
Game 2344,Wii,1981,Shooter,Ubisoft,0.0,0.0,0.12,0.0,0.12
Game 2345,DS,1987,Sports,Sony,2.12,0.88,0.0,0.58,3.58
Game 2346,GB,1985,Role-Playing,Activision,0.23,0.0,1.51,0.13,1.87
Game 2347,NES,2016,Role-Playing,Nintendo,0.0,1.91,0.83,0.44,3.18
Game 2348,PS3,2016,Platform,Microsoft,1.63,0.85,0.73,0.0,3.21
Game 2349,DS,2012,Role-Playing,EA,0.33,0.0,0.0,0.52,0.85
Game 2350,DS,2020,Racing,Sony,2.07,0.31,1.01,0.28,3.67
Game 2351,X360,1985,Platform,Sony,1.54,0.27,0.79,0.36,2.96
Game 2352,PS4,2005,Sports,Microsoft,1.62,0.92,0.39,0.13,3.06
Game 2353,DS,2018,Sports,Ubisoft,0.0,1.33,0.0,0.85,2.18
Game 2354,PC,2020,Platform,Ubisoft,2.25,0.0,0.29,0.95,3.49
Game 2355,PS4,2016,Role-Playing,EA,1.11,1.97,1.34,0.0,4.42
Game 2356,PC,1993,Role-Playing,Microsoft,0.36,1.78,0.43,0.57,3.14
Game 2357,GB,2016,Sports,Sony,0.97,0.0,0.07,0.0,1.04
Game 2358,NES,1987,Racing,Microsoft,0.0,0.56,0.16,0.4,1.12
Game 2359,Wii,2018,Action,Nintendo,1.29,1.87,0.2,0.0,3.36
Game 2360,DS,1992,Role-Playing,Sony,0.0,1.49,0.0,0.36,1.85
Game 2361,NES,1992,Racing,EA,0.0,0.23,0.28,0.0,0.51
Game 2362,GB,2019,Role-Playing,EA,0.0,1.15,1.17,0.02,2.34
Game 2363,PS3,2007,Action,Sony,2.14,2.9,1.1,0.03,6.17
Game 2364,PS3,1997,Platform,Ubisoft,0.04,0.58,0.0,0.0,0.62
Game 2365,GB,1998,Shooter,Sony,2.64,0.0,1.07,0.0,3.71
Game 2366,PC,2017,Sports,Sony,0.16,0.64,0.76,0.04,1.6
Game 2367,X360,2011,Platform,Nintendo,0.0,0.7,0.68,0.14,1.52
Game 2368,X360,2001,Role-Playing,Sony,0.0,0.08,0.56,0.33,0.97
Game 2369,PC,1981,Action,Activision,2.28,0.85,0.0,0.94,4.07
Game 2370,PS3,1992,Sports,Activision,0.61,0.0,0.06,0.0,0.67
Game 2371,PS3,2002,Shooter,Microsoft,0.14,0.0,0.8,0.25,1.19
Game 2372,DS,2004,Shooter,Microsoft,0.99,1.11,0.0,0.51,2.61
Game 2373,PS3,2007,Action,EA,1.4,0.0,0.0,0.0,1.4
Game 2374,NES,1990,Action,Ubisoft,2.14,1.22,0.48,0.0,3.84
Game 2375,PS3,2012,Role-Playing,EA,2.54,0.0,0.0,0.0,2.54
Game 2376,PS4,2003,Sports,Nintendo,0.37,0.0,0.79,0.0,1.16
Game 2377,DS,1981,Role-Playing,Sony,0.0,0.1,0.0,0.82,0.92
Game 2378,Wii,2009,Shooter,EA,0.3,0.73,0.45,0.45,1.93
Game 2379,PS3,1996,Platform,Sony,1.11,1.56,0.5,0.5,3.67
Game 2380,PC,2019,Platform,EA,0.0,0.55,0.01,0.59,1.15
Game 2381,Wii,2013,Racing,Sony,0.0,0.3,0.16,0.0,0.46
Game 2382,NES,2017,Shooter,EA,1.21,0.96,0.0,1.12,3.29
Game 2383,PC,2001,Shooter,Activision,0.74,0.0,0.29,0.33,1.36
Game 2384,Wii,1984,Role-Playing,Activision,0.84,0.61,0.0,0.17,1.62
Game 2385,PC,2019,Racing,Activision,0.0,0.0,0.17,0.64,0.81
Game 2386,NES,1995,Action,Microsoft,0.52,0.57,0.75,0.47,2.31
Game 2387,DS,1992,Racing,Nintendo,0.0,0.4,0.0,0.73,1.13
Game 2388,PS4,2005,Sports,EA,1.87,0.0,0.01,0.76,2.64
Game 2389,NES,2010,Role-Playing,Microsoft,2.04,0.63,0.61,0.06,3.34
Game 2390,NES,2018,Action,Ubisoft,0.0,0.63,0.0,0.27,0.9
Game 2391,PC,2002,Action,EA,0.0,1.44,1.41,0.0,2.85
Game 2392,DS,1991,Platform,Sony,0.0,0.0,0.93,0.0,0.93
Game 2393,GB,1993,Sports,Nintendo,0.02,0.44,0.0,0.53,0.99
Game 2394,X360,1997,Racing,Microsoft,0.7,0.0,0.0,0.58,1.28
Game 2395,PS3,2006,Platform,Microsoft,0.0,1.2,0.32,0.0,1.52
Game 2396,PS3,2007,Shooter,Nintendo,0.0,1.1,0.0,0.0,1.1
Game 2397,PS4,1997,Role-Playing,EA,0.0,0.91,0.88,0.22,2.01
Game 2398,PS4,1995,Racing,Sony,1.05,0.0,0.54,0.26,1.85
Game 2399,PS3,1995,Shooter,Ubisoft,0.88,1.21,0.37,1.02,3.48
Game 2400,X360,1992,Action,EA,0.0,0.0,0.0,0.0,0.0
Game 2401,PS3,2008,Racing,Nintendo,1.01,0.0,1.26,0.13,2.4
Game 2402,GB,1988,Platform,EA,0.14,0.0,0.75,0.46,1.35
Game 2403,X360,2005,Sports,EA,0.47,0.47,0.66,0.06,1.66
Game 2404,PS4,2007,Platform,Nintendo,2.81,1.04,1.02,0.0,4.87
Game 2405,Wii,2020,Role-Playing,Nintendo,2.41,0.0,0.0,0.0,2.41
Game 2406,PC,1992,Role-Playing,Ubisoft,0.0,1.56,1.07,0.29,2.92
Game 2407,GB,2015,Racing,Nintendo,1.8,0.6,0.14,0.13,2.67
Game 2408,GB,1988,Platform,Nintendo,1.77,0.0,0.5,0.47,2.74
Game 2409,DS,1993,Sports,Nintendo,0.0,0.58,0.21,0.34,1.13
Game 2410,PS4,1991,Action,Microsoft,1.78,1.37,0.0,0.0,3.15
Game 2411,PS4,2011,Role-Playing,Nintendo,2.65,0.98,0.87,0.0,4.5
Game 2412,NES,2017,Sports,Nintendo,0.0,1.38,0.0,0.0,1.38
Game 2413,GB,1982,Shooter,Nintendo,0.0,0.0,0.0,0.59,0.59
Game 2414,NES,1995,Racing,Ubisoft,2.02,0.17,0.03,0.0,2.22
Game 2415,NES,1999,Sports,EA,1.13,0.0,0.0,0.35,1.48
Game 2416,PC,2011,Racing,Nintendo,1.46,1.87,0.0,0.44,3.77
Game 2417,NES,2002,Shooter,Nintendo,1.21,1.01,0.45,0.42,3.09
Game 2418,X360,1996,Sports,Ubisoft,1.27,2.78,0.09,0.0,4.14
Game 2419,PS3,1995,Sports,EA,0.0,0.13,0.14,0.0,0.27
Game 2420,Wii,2017,Action,Ubisoft,2.06,0.0,0.0,0.0,2.06
Game 2421,PS4,1987,Shooter,Activision,2.2,0.39,0.33,1.39,4.31
Game 2422,X360,1998,Platform,Sony,0.52,1.6,0.1,0.38,2.6
Game 2423,Wii,2009,Sports,Sony,0.75,0.21,0.0,0.94,1.9
Game 2424,GB,2013,Action,Sony,0.0,0.6,0.18,0.0,0.78
Game 2425,GB,1993,Sports,Nintendo,1.42,0.58,0.0,0.7,2.7
Game 2426,GB,2001,Action,Ubisoft,1.49,0.53,0.84,0.01,2.87
Game 2427,X360,1996,Role-Playing,Nintendo,0.73,0.0,0.07,0.19,0.99
Game 2428,X360,1994,Platform,Sony,2.15,0.39,1.81,0.09,4.44
Game 2429,PS4,2011,Sports,EA,0.4,0.36,0.88,0.0,1.64
Game 2430,PS3,1992,Shooter,EA,1.48,0.49,0.22,0.0,2.19
Game 2431,DS,2000,Racing,Activision,0.0,1.25,0.65,0.18,2.08
Game 2432,NES,2019,Shooter,Ubisoft,0.77,1.91,0.0,0.0,2.68
Game 2433,GB,2012,Platform,Activision,0.59,0.0,0.88,0.25,1.72
Game 2434,PC,2006,Role-Playing,EA,1.07,0.19,0.0,0.0,1.26
Game 2435,PS3,2014,Role-Playing,Sony,0.36,0.0,0.35,0.48,1.19
Game 2436,PC,1995,Role-Playing,Activision,0.64,0.65,0.0,0.02,1.31
Game 2437,PS4,2007,Action,Activision,1.79,0.07,0.0,0.85,2.71
Game 2438,PS4,2013,Shooter,Activision,0.28,0.69,0.19,0.18,1.34
Game 2439,PS4,1980,Racing,Ubisoft,0.0,1.38,0.35,0.16,1.89
Game 2440,Wii,2020,Racing,Ubisoft,2.9,0.0,0.28,0.84,4.02
Game 2441,PC,2010,Action,Sony,2.46,0.89,0.3,0.0,3.65
Game 2442,PS3,2015,Sports,Sony,0.0,0.13,0.0,0.04,0.17
Game 2443,DS,2012,Action,Sony,1.63,0.87,1.7,0.0,4.2
Game 2444,PS3,2012,Racing,Activision,0.2,0.0,0.44,0.28,0.92
Game 2445,X360,2018,Racing,Sony,1.12,1.46,0.56,0.0,3.14
Game 2446,X360,1997,Sports,Ubisoft,1.15,1.23,0.1,0.51,2.99
Game 2447,GB,2002,Shooter,EA,0.52,0.95,0.0,0.18,1.65
Game 2448,DS,2002,Shooter,Sony,0.0,1.13,0.39,0.54,2.06
Game 2449,X360,1994,Platform,Microsoft,0.0,0.0,0.47,0.49,0.96
Game 2450,PS4,2005,Shooter,Ubisoft,0.0,0.0,1.08,0.0,1.08
Game 2451,PS3,2009,Role-Playing,Nintendo,0.0,1.1,1.55,0.0,2.65
Game 2452,PC,2004,Role-Playing,EA,0.72,0.0,1.19,0.07,1.98
Game 2453,PS4,1995,Platform,Ubisoft,0.0,1.66,0.0,0.2,1.86
Game 2454,Wii,2018,Racing,Sony,1.62,0.24,0.02,0.33,2.21
Game 2455,X360,1993,Platform,Activision,2.58,0.9,0.5,0.38,4.36
Game 2456,PS4,1996,Sports,Microsoft,0.1,2.18,0.06,0.19,2.53
Game 2457,PS4,1991,Platform,Nintendo,1.09,0.0,0.27,0.0,1.36
Game 2458,Wii,2008,Platform,EA,1.4,0.56,0.0,0.0,1.96
Game 2459,NES,2011,Action,Sony,1.37,1.34,0.85,0.41,3.97
Game 2460,PS3,2003,Role-Playing,Ubisoft,0.89,1.26,0.0,0.0,2.15
Game 2461,PC,1992,Sports,Ubisoft,1.69,0.24,0.0,0.42,2.35
Game 2462,GB,1999,Action,EA,1.38,0.09,0.0,0.44,1.91
Game 2463,NES,1994,Sports,Microsoft,0.0,0.31,0.24,0.81,1.36
Game 2464,X360,1983,Platform,Activision,1.84,1.66,0.0,0.01,3.51
Game 2465,PS4,2013,Action,Sony,1.86,0.28,0.0,0.07,2.21
Game 2466,DS,2007,Action,EA,0.0,0.56,0.99,0.0,1.55
Game 2467,Wii,1981,Sports,EA,0.85,0.16,0.23,0.0,1.24
Game 2468,Wii,2009,Sports,Ubisoft,1.62,1.06,0.56,0.0,3.24
Game 2469,DS,2005,Shooter,EA,0.55,0.62,0.0,0.4,1.57
Game 2470,PS3,2005,Sports,Nintendo,2.09,0.0,0.27,0.92,3.28
Game 2471,NES,1999,Action,Nintendo,3.64,0.0,0.22,0.43,4.29
Game 2472,GB,2007,Racing,Sony,0.0,0.0,0.0,0.6,0.6
Game 2473,PS3,1999,Sports,EA,0.0,0.0,0.27,0.0,0.27
Game 2474,DS,1990,Role-Playing,Ubisoft,1.16,1.14,0.0,0.0,2.3
Game 2475,PS4,1989,Shooter,Activision,1.67,1.56,0.56,0.1,3.89
Game 2476,DS,2002,Role-Playing,Sony,0.52,1.05,0.06,0.0,1.63
Game 2477,PS3,2016,Role-Playing,Microsoft,2.54,0.94,0.15,0.0,3.63
Game 2478,PC,2020,Racing,Ubisoft,0.0,0.4,0.81,0.29,1.5
Game 2479,Wii,1998,Shooter,Microsoft,1.63,1.12,0.56,0.0,3.31
Game 2480,Wii,1997,Platform,Sony,0.07,0.73,0.11,0.53,1.44
Game 2481,X360,2006,Action,Nintendo,2.86,1.94,0.0,0.04,4.84
Game 2482,X360,1985,Action,Ubisoft,3.19,0.42,1.1,0.18,4.89
Game 2483,DS,1989,Sports,Activision,0.0,1.57,0.0,0.24,1.81
Game 2484,GB,1981,Action,Ubisoft,0.14,1.2,0.68,0.01,2.03
Game 2485,PS4,2003,Racing,Sony,1.83,1.09,0.0,0.71,3.63
Game 2486,PC,2017,Action,Ubisoft,0.34,0.0,0.85,0.0,1.19
Game 2487,NES,2007,Racing,Ubisoft,0.75,1.24,0.91,0.71,3.61
Game 2488,PS3,2007,Platform,Sony,0.83,0.4,0.0,0.06,1.29
Game 2489,GB,2018,Racing,EA,0.0,0.14,0.57,0.57,1.28
Game 2490,PS4,1981,Platform,Sony,0.78,0.0,0.52,0.28,1.58
Game 2491,X360,1984,Platform,Ubisoft,0.0,0.5,0.72,0.54,1.76
Game 2492,DS,1990,Platform,Activision,0.21,0.53,0.52,0.15,1.41
Game 2493,PS3,1989,Racing,Activision,2.53,0.0,0.0,0.3,2.83
Game 2494,X360,1981,Platform,Sony,0.0,0.0,0.17,0.64,0.81
Game 2495,DS,1994,Racing,Ubisoft,1.78,0.89,1.3,0.24,4.21
Game 2496,PS3,2018,Shooter,Microsoft,0.47,1.2,0.0,0.73,2.4
Game 2497,NES,2020,Platform,Microsoft,0.46,0.65,0.49,0.34,1.94
Game 2498,PS4,2016,Racing,Nintendo,1.75,1.42,0.99,0.0,4.16
Game 2499,PS3,1986,Racing,Sony,1.21,0.43,0.0,0.06,1.7
Game 2500,PC,1999,Racing,Sony,1.48,0.46,0.0,0.56,2.5
Game 2501,GB,2013,Sports,Microsoft,1.96,0.0,0.0,0.0,1.96
Game 2502,Wii,2014,Sports,Microsoft,0.4,0.0,0.54,0.52,1.46
Game 2503,PC,2013,Platform,Microsoft,0.07,1.98,0.0,0.05,2.1
Game 2504,PC,2001,Action,Activision,0.0,1.41,0.22,0.0,1.63
Game 2505,GB,2010,Shooter,Activision,0.0,0.0,1.12,0.28,1.4
Game 2506,Wii,2002,Action,Nintendo,4.34,0.62,0.27,0.0,5.23
Game 2507,PC,1998,Platform,Nintendo,2.29,0.42,0.0,0.0,2.71
Game 2508,PS3,1983,Role-Playing,EA,0.0,0.28,0.38,0.0,0.66
Game 2509,PS3,2003,Role-Playing,Activision,0.0,0.17,0.26,0.25,0.68
Game 2510,PS3,1999,Shooter,Sony,1.38,0.81,0.57,0.04,2.8
Game 2511,Wii,2018,Shooter,Nintendo,1.46,1.15,1.27,0.36,4.24
Game 2512,PC,2007,Shooter,Ubisoft,1.46,0.82,0.54,0.6,3.42
Game 2513,DS,2018,Sports,Sony,0.49,0.4,1.52,0.42,2.83
Game 2514,Wii,1996,Sports,EA,0.65,0.37,0.57,0.92,2.51
Game 2515,PS3,1998,Role-Playing,Microsoft,1.19,1.25,0.0,1.02,3.46
Game 2516,GB,2014,Shooter,EA,0.9,0.87,1.67,0.08,3.52
Game 2517,PC,2011,Racing,Sony,0.0,0.56,0.23,0.0,0.79
Game 2518,PC,2018,Action,Microsoft,0.52,0.47,0.0,0.08,1.07
Game 2519,X360,2014,Role-Playing,EA,0.0,0.78,1.69,0.25,2.72
Game 2520,X360,2009,Shooter,EA,1.01,0.13,0.0,1.09,2.23
Game 2521,NES,1996,Racing,Sony,4.38,1.16,0.0,0.05,5.59
Game 2522,DS,2008,Shooter,Nintendo,1.24,0.0,0.0,0.31,1.55
Game 2523,DS,1985,Platform,Ubisoft,0.42,0.17,0.4,0.0,0.99
Game 2524,PS4,1996,Racing,EA,1.91,0.99,0.86,0.06,3.82
Game 2525,DS,1996,Action,Ubisoft,1.38,0.0,0.0,0.0,1.38
Game 2526,X360,1993,Platform,Activision,1.3,0.0,0.86,0.0,2.16
Game 2527,Wii,2003,Sports,Activision,1.53,0.55,0.0,0.74,2.82
Game 2528,DS,2016,Role-Playing,Sony,3.27,0.0,0.05,0.63,3.95
Game 2529,X360,2019,Shooter,Sony,0.0,0.0,1.33,0.05,1.38
Game 2530,NES,2018,Role-Playing,Nintendo,1.37,1.11,0.43,0.63,3.54
Game 2531,PC,2011,Action,Microsoft,0.0,0.34,0.57,0.0,0.91
Game 2532,DS,2015,Shooter,Ubisoft,1.47,1.53,0.27,0.13,3.4
Game 2533,NES,2016,Platform,EA,0.0,0.0,0.76,0.27,1.03
Game 2534,PC,1993,Racing,Microsoft,0.3,0.42,1.27,0.71,2.7
Game 2535,GB,2006,Racing,Activision,0.45,0.82,0.0,0.28,1.55
Game 2536,GB,1998,Shooter,Activision,1.97,0.0,0.95,0.42,3.34
Game 2537,PC,2010,Platform,Ubisoft,1.9,1.33,1.23,0.01,4.47
Game 2538,DS,1988,Shooter,Ubisoft,0.0,0.91,0.6,0.31,1.82
Game 2539,PS4,2017,Shooter,Microsoft,0.87,0.0,0.0,0.71,1.58
Game 2540,X360,1996,Shooter,Microsoft,0.0,0.47,0.0,0.0,0.47
Game 2541,Wii,1998,Racing,Nintendo,0.0,0.81,1.72,0.65,3.18
Game 2542,Wii,1983,Action,EA,0.54,0.03,0.0,0.12,0.69
Game 2543,PS3,1990,Shooter,EA,0.43,0.0,1.21,0.0,1.64
Game 2544,PC,2001,Racing,EA,3.71,0.72,0.53,0.09,5.05
Game 2545,Wii,1983,Sports,Activision,1.32,2.27,1.53,0.72,5.84
Game 2546,DS,1996,Platform,Activision,0.0,0.19,0.11,0.01,0.31
Game 2547,PS4,1987,Sports,Microsoft,0.12,1.76,0.0,0.32,2.2
Game 2548,PC,2013,Shooter,Nintendo,2.03,0.0,0.3,0.0,2.33
Game 2549,PS4,1990,Racing,Sony,3.31,0.67,0.0,0.0,3.98
Game 2550,DS,2010,Platform,Nintendo,0.0,1.12,1.91,0.0,3.03
Game 2551,Wii,1990,Role-Playing,Activision,0.0,0.49,0.68,0.61,1.78
Game 2552,Wii,2017,Platform,Microsoft,3.05,0.26,0.77,0.18,4.26
Game 2553,PS3,2000,Platform,Nintendo,1.27,1.08,0.77,0.64,3.76
Game 2554,Wii,2009,Shooter,Microsoft,0.0,2.01,0.0,0.66,2.67
Game 2555,PC,1989,Sports,Ubisoft,1.44,0.74,0.22,0.0,2.4
Game 2556,DS,2005,Sports,Ubisoft,0.0,0.09,0.37,0.83,1.29
Game 2557,GB,2006,Role-Playing,Sony,0.8,0.35,1.47,0.0,2.62
Game 2558,DS,1987,Shooter,Activision,1.19,2.52,0.0,0.6,4.31
Game 2559,PC,2018,Platform,Ubisoft,1.91,0.61,0.0,0.58,3.1
Game 2560,PC,1987,Action,Sony,0.0,0.02,0.08,0.23,0.33
Game 2561,PS3,1987,Sports,EA,0.9,0.0,0.0,0.23,1.13
Game 2562,PS3,2013,Sports,Microsoft,0.0,0.0,0.0,0.33,0.33
Game 2563,Wii,1995,Racing,EA,1.11,0.79,0.0,0.25,2.15
Game 2564,NES,2020,Platform,EA,0.0,1.02,0.0,0.04,1.06
Game 2565,DS,1992,Shooter,Sony,0.31,0.18,0.96,0.01,1.46
Game 2566,DS,2002,Sports,Microsoft,0.0,0.49,0.3,0.05,0.84
Game 2567,NES,1991,Shooter,Sony,1.58,0.0,0.8,0.69,3.07
Game 2568,PS3,2006,Platform,Nintendo,1.83,0.61,0.0,0.0,2.44
Game 2569,Wii,2001,Platform,EA,0.52,0.89,0.24,0.0,1.65
Game 2570,NES,2011,Sports,Microsoft,0.85,0.07,1.27,0.07,2.26
Game 2571,Wii,2006,Role-Playing,EA,0.0,1.85,1.23,0.11,3.19
Game 2572,Wii,1981,Shooter,Nintendo,0.44,0.0,0.87,0.32,1.63
Game 2573,Wii,2012,Shooter,Activision,0.74,0.73,0.42,0.0,1.89
Game 2574,X360,2005,Racing,Nintendo,3.94,1.18,0.61,0.61,6.34
Game 2575,PC,2007,Platform,Activision,0.0,0.44,0.52,0.55,1.51
Game 2576,Wii,1998,Platform,Microsoft,2.56,0.35,0.2,0.47,3.58
Game 2577,X360,1984,Sports,Microsoft,2.0,0.0,0.06,0.12,2.18
Game 2578,PS3,2012,Sports,Nintendo,1.14,1.59,0.97,0.0,3.7
Game 2579,NES,1999,Sports,EA,2.91,0.36,0.0,0.07,3.34
Game 2580,PC,2009,Racing,Ubisoft,1.25,0.93,1.19,0.22,3.59
Game 2581,GB,1987,Role-Playing,EA,1.27,1.04,0.13,0.47,2.91
Game 2582,NES,2017,Sports,Ubisoft,0.74,0.0,0.0,0.17,0.91
Game 2583,PC,1996,Sports,Sony,2.27,0.34,0.0,0.34,2.95
Game 2584,GB,1980,Action,Microsoft,2.12,1.57,0.0,0.03,3.72
Game 2585,NES,1982,Sports,Nintendo,0.05,0.0,0.0,0.31,0.36
Game 2586,PC,2005,Racing,Sony,0.0,2.2,0.0,0.1,2.3
Game 2587,NES,2010,Shooter,EA,0.56,0.0,0.0,0.31,0.87
Game 2588,NES,1987,Role-Playing,Ubisoft,0.0,0.0,0.12,0.0,0.12
Game 2589,GB,1987,Shooter,Activision,0.72,0.61,0.26,0.39,1.98
Game 2590,NES,2014,Action,Microsoft,2.28,2.27,0.76,0.42,5.73
Game 2591,NES,2018,Platform,Ubisoft,0.25,0.0,0.15,0.41,0.81
Game 2592,GB,2007,Platform,EA,0.75,0.39,0.5,0.0,1.64
Game 2593,PS3,1983,Sports,EA,0.87,0.88,0.3,0.0,2.05
Game 2594,Wii,1995,Action,Nintendo,1.82,0.53,0.62,0.0,2.97
Game 2595,DS,1992,Shooter,Sony,0.0,0.81,0.33,0.33,1.47
Game 2596,PS4,1999,Racing,Microsoft,0.07,0.0,0.0,0.46,0.53
Game 2597,X360,1984,Role-Playing,Nintendo,1.05,0.02,0.0,0.0,1.07
Game 2598,PS4,2016,Shooter,Ubisoft,2.24,0.38,0.43,0.73,3.78
Game 2599,PS4,1999,Action,Sony,0.21,0.0,1.06,0.72,1.99
Game 2600,PC,2003,Action,Microsoft,0.0,0.46,0.16,0.26,0.88
Game 2601,Wii,2015,Shooter,Ubisoft,1.54,0.19,0.0,0.35,2.08
Game 2602,PC,2013,Role-Playing,Microsoft,0.04,0.12,0.15,0.0,0.31
Game 2603,Wii,2013,Shooter,Microsoft,0.0,0.76,0.0,0.0,0.76
Game 2604,GB,1998,Shooter,Activision,0.05,0.0,0.0,0.0,0.05
Game 2605,GB,1996,Role-Playing,Activision,0.58,0.32,0.0,0.0,0.9
Game 2606,DS,1984,Racing,Sony,0.07,2.35,0.15,0.41,2.98
Game 2607,Wii,2004,Action,Activision,0.0,0.0,0.44,0.5,0.94
Game 2608,NES,1997,Role-Playing,Ubisoft,1.88,1.53,0.0,0.52,3.93
Game 2609,PS3,1987,Sports,Activision,2.33,0.54,0.0,0.3,3.17
Game 2610,DS,2006,Sports,Nintendo,1.58,0.02,0.0,0.41,2.01
Game 2611,DS,1994,Sports,Nintendo,0.0,0.0,0.0,0.0,0.0
Game 2612,NES,1992,Sports,Nintendo,0.56,0.61,0.0,0.0,1.17
Game 2613,PS3,1995,Platform,Microsoft,0.79,1.66,0.18,0.12,2.75
Game 2614,PC,2001,Racing,EA,1.52,0.19,0.0,0.44,2.15
Game 2615,PS3,1999,Platform,Sony,1.6,0.44,0.22,0.02,2.28
Game 2616,PC,1992,Shooter,Nintendo,0.0,1.31,0.0,0.0,1.31
Game 2617,GB,1999,Shooter,Sony,0.9,0.77,0.0,0.0,1.67
